18	J	7850
17	R	7850
9	J	7865
17	J	7865
9	R	7865
9	W	7865
16	R	7865
16	J	7880
15	R	7880
15	J	7895
14	R	7895
14	J	7910
13	R	7910
13	J	7925
12	R	7925
12	J	7940
11	R	7940
11	J	7955
10	R	7955
9	J	7970
10	J	7970
9	R	7970
9	W	7970
18	R	7970
18	J	7985
17	R	7985
17	J	8000
16	R	8000
16	J	8015
15	R	8015
15	J	8030
14	R	8030
14	J	8045
13	R	8045
13	J	8060
12	R	8060
9	J	8075
12	J	8075
9	R	8075
9	W	8075
11	R	8075
11	J	8090
10	R	8090
10	J	8105
18	R	8105
18	J	8120
17	R	8120
17	J	8135
16	R	8135
16	J	8150
15	R	8150
15	J	8165
14	R	8165
9	J	8180
14	J	8180
9	R	8180
9	W	8180
13	R	8180
13	J	8195
12	R	8195
12	J	8210
11	R	8210
11	J	8225
10	R	8225
10	J	8240
18	R	8240
18	J	8255
17	R	8255
17	J	8270
16	R	8270
9	J	8285
16	J	8285
9	R	8285
9	W	8285
15	R	8285
15	J	8300
14	R	8300
14	J	8315
13	R	8315
13	J	8330
12	R	8330
12	J	8345
11	R	8345
11	J	8360
10	R	8360
10	J	8375
18	R	8375
9	J	8390
18	J	8390
9	R	8390
9	W	8390
17	R	8390
17	J	8405
16	R	8405
16	J	8420
15	R	8420
15	J	8435
14	R	8435
14	J	8450
13	R	8450
13	J	8465
12	R	8465
12	J	8480
11	R	8480
9	J	8495
11	J	8495
9	R	8495
9	W	8495
10	R	8495
10	J	8510
18	R	8510
18	J	8525
17	R	8525
17	J	8540
16	R	8540
16	J	8555
15	R	8555
15	J	8570
14	R	8570
14	J	8585
13	R	8585
9	J	8600
13	J	8600
9	R	8600
9	W	8600
12	R	8600
12	J	8615
11	R	8615
11	J	8630
10	R	8630
10	J	8645
18	R	8645
18	J	8660
17	R	8660
17	J	8675
16	R	8675
16	J	8690
15	R	8690
9	J	8705
15	J	8705
9	R	8705
9	W	8705
14	R	8705
14	J	8720
13	R	8720
13	J	8735
12	R	8735
12	J	8750
11	R	8750
11	J	8765
10	R	8765
10	W	8770
18	R	8770
18	J	8785
17	R	8785
17	J	8800
16	R	8800
9	J	8815
16	J	8815
9	R	8815
9	W	8815
15	R	8815
15	J	8830
14	R	8830
14	J	8845
13	R	8845
13	J	8860
12	R	8860
10	J	8875
12	J	8875
10	R	8875
10	W	8875
11	R	8875
11	J	8890
18	R	8890
18	J	8905
17	R	8905
9	J	8920
17	J	8920
9	R	8920
9	W	8920
16	R	8920
16	J	8935
15	R	8935
15	J	8950
14	R	8950
14	J	8965
13	R	8965
10	J	8980
13	J	8980
10	R	8980
10	W	8980
12	R	8980
12	J	8995
11	R	8995
11	J	9010
18	R	9010
9	J	9025
18	J	9025
9	R	9025
9	W	9025
17	R	9025
17	J	9040
16	R	9040
16	J	9055
15	R	9055
15	J	9070
14	R	9070
10	J	9085
14	J	9085
10	R	9085
10	W	9085
13	R	9085
13	J	9100
12	R	9100
12	J	9115
11	R	9115
9	J	9130
11	J	9130
9	R	9130
9	E	9130
8	J	9130
8	R	9130
8	E	9131
4	J	9131
4	R	9131
19	N	9131
19	J	9132
4	W	9132
19	R	9132
4	J	9134
19	E	9135
4	R	9135
4	W	9135
18	R	9135
18	J	9150
17	R	9150
17	J	9165
16	R	9165
16	J	9180
15	R	9180
10	J	9195
15	J	9195
10	R	9195
10	W	9195
14	R	9195
14	J	9210
13	R	9210
13	J	9225
12	R	9225
12	J	9240
11	R	9240
11	J	9255
18	R	9255
18	J	9270
17	R	9270
17	J	9285
16	R	9285
10	J	9300
16	J	9300
10	R	9300
10	W	9300
15	R	9300
15	J	9315
14	R	9315
14	J	9330
13	R	9330
13	J	9345
12	R	9345
12	J	9360
11	R	9360
11	J	9375
18	R	9375
18	J	9390
17	R	9390
10	J	9405
17	J	9405
10	R	9405
10	W	9405
16	R	9405
16	J	9420
15	R	9420
15	J	9435
14	R	9435
14	J	9450
13	R	9450
13	J	9465
12	R	9465
12	J	9480
11	R	9480
11	J	9495
18	R	9495
10	J	9510
18	J	9510
10	R	9510
10	W	9510
17	R	9510
17	J	9525
16	R	9525
16	J	9540
15	R	9540
15	J	9555
14	R	9555
14	J	9570
13	R	9570
13	J	9585
12	R	9585
12	J	9600
11	R	9600
10	J	9615
11	J	9615
10	R	9615
10	W	9615
18	R	9615
18	J	9630
17	R	9630
17	J	9645
16	R	9645
16	J	9660
15	R	9660
15	J	9675
14	R	9675
14	J	9690
13	R	9690
13	J	9705
12	R	9705
10	J	9720
12	J	9720
10	R	9720
10	W	9720
11	R	9720
11	J	9735
18	R	9735
18	J	9750
17	R	9750
17	J	9765
16	R	9765
16	J	9780
15	R	9780
15	J	9795
14	R	9795
14	J	9810
13	R	9810
10	J	9825
13	J	9825
10	R	9825
10	W	9825
12	R	9825
12	J	9840
11	R	9840
11	J	9855
18	R	9855
18	J	9870
17	R	9870
17	J	9885
16	R	9885
16	J	9900
15	R	9900
15	J	9915
14	R	9915
10	J	9930
14	J	9930
10	R	9930
10	W	9930
13	R	9930
13	J	9945
12	R	9945
12	J	9960
11	R	9960
11	J	9975
18	R	9975
18	J	9990
17	R	9990
17	J	10005
16	R	10005
16	J	10020
15	R	10020
10	J	10035
15	J	10035
10	R	10035
10	W	10035
14	R	10035
14	J	10050
13	R	10050
13	J	10065
12	R	10065
12	J	10080
11	R	10080
11	J	10095
18	R	10095
18	J	10110
17	R	10110
17	J	10125
16	R	10125
10	J	10140
16	J	10140
10	R	10140
10	W	10140
15	R	10140
15	J	10155
14	R	10155
14	J	10170
13	R	10170
13	J	10185
12	R	10185
12	J	10200
11	R	10200
11	J	10215
18	R	10215
18	J	10230
17	R	10230
10	J	10245
17	J	10245
10	R	10245
10	W	10245
16	R	10245
16	J	10260
15	R	10260
15	J	10275
14	R	10275
14	J	10290
13	R	10290
13	J	10305
12	R	10305
12	J	10320
11	R	10320
11	W	10330
18	R	10330
18	J	10345
17	R	10345
10	J	10360
17	J	10360
10	R	10360
10	W	10360
16	R	10360
16	J	10375
15	R	10375
15	J	10390
14	R	10390
14	J	10405
13	R	10405
13	J	10420
12	R	10420
11	J	10435
12	J	10435
11	R	10435
11	W	10435
18	R	10435
18	J	10450
17	R	10450
10	J	10465
17	J	10465
10	R	10465
10	W	10465
16	R	10465
16	J	10480
15	R	10480
15	J	10495
14	R	10495
14	J	10510
13	R	10510
13	J	10525
12	R	10525
11	J	10540
12	J	10540
11	R	10540
11	W	10540
18	R	10540
18	J	10555
17	R	10555
10	J	10570
17	J	10570
10	R	10570
10	W	10570
16	R	10570
16	J	10585
15	R	10585
15	J	10600
14	R	10600
14	J	10615
13	R	10615
13	J	10630
12	R	10630
11	J	10645
12	J	10645
11	R	10645
11	W	10645
18	R	10645
18	J	10660
17	R	10660
10	J	10675
17	J	10675
10	R	10675
10	E	10675
1	J	10675
1	R	10675
1	W	10675
16	R	10675
4	J	10679
16	J	10690
4	R	10690
4	W	10690
15	R	10690
15	J	10705
14	R	10705
14	J	10720
13	R	10720
13	J	10735
12	R	10735
4	J	10735
11	J	10750
12	J	10750
4	R	10750
4	W	10750
11	R	10750
11	W	10750
18	R	10750
18	J	10765
17	R	10765
17	J	10780
16	R	10780
16	J	10795
15	R	10795
4	J	10797
15	J	10810
4	R	10810
4	W	10810
14	R	10810
14	J	10825
13	R	10825
13	J	10840
12	R	10840
11	J	10855
12	J	10855
11	R	10855
11	W	10855
18	R	10855
4	J	10857
18	J	10870
4	R	10870
4	W	10870
17	R	10870
17	J	10885
16	R	10885
16	J	10900
15	R	10900
15	J	10915
14	R	10915
14	J	10930
13	R	10930
13	J	10945
12	R	10945
4	J	10953
11	J	10960
12	J	10960
11	R	10960
11	W	10960
4	R	10960
4	W	10960
18	R	10960
18	J	10975
17	R	10975
17	J	10990
16	R	10990
16	J	11005
15	R	11005
4	J	11005
15	J	11020
4	R	11020
4	W	11020
14	R	11020
14	J	11035
13	R	11035
13	J	11050
12	R	11050
4	J	11057
11	J	11065
12	J	11065
11	R	11065
11	W	11065
4	R	11065
4	W	11065
18	R	11065
18	J	11080
17	R	11080
17	J	11095
16	R	11095
4	J	11106
16	J	11110
4	R	11110
4	W	11110
15	R	11110
15	J	11125
14	R	11125
14	J	11140
13	R	11140
13	J	11155
12	R	11155
11	J	11170
12	J	11170
11	R	11170
11	W	11170
18	R	11170
18	J	11185
17	R	11185
4	J	11186
17	J	11200
4	R	11200
20	N	11201
20	J	11202
4	W	11202
16	R	11202
16	J	11217
15	R	11217
15	J	11232
14	R	11232
14	J	11247
13	R	11247
13	J	11262
12	R	11262
11	J	11277
12	J	11277
11	R	11277
11	W	11277
20	R	11277
